,Countries,1A_Government_consumption,data.1,1C__Government_investment,data.3,1Dii_Top_marginal_income_and_payroll_tax_rate,2H_Police_and_crime,data.6,3D__Foreign_currency_bank_accounts,data.8,4Dii__Capital_controls,4Diii_Freedom_of_foreigners_to_visit,5Bv_Cost_of_worker_dismissal,5Bvi__Conscription,World_Bank_Region,Income_Classification
25,25,-0.892630373885201,-0.23384511723459167,1.2438132029064923,-0.17238530668748855,-0.542027886426338,0.05436088095997476,-0.7064918664044036,0.8149978025038181,1.273513007380174,1.7415704485906547,-1.3302761225819901,-0.7631489270631582,-1.3244994475547485,6,2
26,26,1.4621915478462344,-0.48375564331984255,0.34017719553087145,-0.7519094341259251,1.7281972681867568,-0.22780485488777408,-0.26313619310195,0.8149978025038181,-0.06751661118942381,0.7561200382781295,-1.3302761225819901,-0.3919378193371299,-0.8311385454326679,0,2
27,27,0.8905399337893455,-0.9062114341900384,-0.009317950778664673,0.7130702125244813,-0.542027886426338,-0.5537515786577546,-0.8308709030375584,-1.4512245224744518,1.1736812169880084,-0.6396949676605671,-1.3302761225819901,-0.1370861491277273,0.798025372746645,6,2
28,28,-0.956355946362803,1.011996652922901,1.2438132029064923,-0.06360619626688613,-0.14545078671814346,1.16034754555035,0.2517202840777324,0.8149978025038181,-1.524774702131911,1.3773961758749804,-1.3302761225819901,0.4238314673067317,0.798025372746645,4,0
29,29,1.6938355266108147,-1.0876226633687345,-1.5192497283257378,0.798188400638515,-1.374895236996995,-2.122017920207442,0.03640680318451641,-1.4512245224744518,1.1116688396744723,-0.6396949676605671,-1.3302761225819901,-0.1370861491277273,-1.40846361152947,6,1
30,30,2.2253586605208278,-1.596520069764682,-1.5305147807969546,-0.01939988588185434,0.9968714854774462,-0.8256178301413509,0.7713342549380939,-1.4512245224744518,-0.04875363529313682,-0.6396949676605671,-1.3302761225819901,0.26382543680564646,-1.1166241727790656,6,1
31,31,0.17137380591114984,0.6629302503577316,1.2438132029064923,0.798188400638515,0.24231485563652283,0.9204745758645834,0.23477323769439343,0.8149978025038181,-1.6995925420545035,-0.3008702472437976,-1.3302761225819901,-1.3281850038742966,-1.40846361152947,2,0
32,32,-1.044860860706594,-0.03028052918446357,-1.2259677286035708,1.2330801832982674,0.24231485563652283,0.2343645244336153,-0.34584554391393046,-0.9425489978394734,-0.7849718504636639,-1.5731022238811418,-1.3302761225819901,-1.3281850038742966,-1.40846361152947,0,3
33,33,0.24976177859296178,0.5292291984141582,-0.6412800862963438,0.7130702125244813,0.6228261153214845,-0.7033376706029217,-0.16781769080392184,-0.9425489978394734,-0.4874150455838016,-0.6396949676605671,-1.3302761225819901,-0.8285532249847083,-1.3244994475547485,2,3
34,34,1.6320945205088078,-0.033493662509636105,-1.3391725621335113,-0.01939988588185434,0.6228261153214845,-1.0747393885036003,0.35381181813715595,-1.4512245224744518,-0.04875363529313682,0.3780904499616233,-1.3302761225819901,0.4453980123811773,0.798025372746645,6,2
35,35,1.3097111953686436,-1.596520069764682,1.2438132029064923,0.798188400638515,-1.374895236996995,-1.4543272572792079,1.6987785829053568,-0.9425489978394734,-0.17419220272814429,-1.0434430651940934,-1.3302761225819901,1.4114312417283852,-1.1166241727790656,6,1
36,36,-1.0756017896725318,0.09475427583381829,1.2438132029064923,0.798188400638515,-1.374895236996995,-1.0747393885036003,1.7584584017166263,-1.4512245224744518,0.10553069597616754,-0.6396949676605671,-0.8974324864776516,0.07806720476014546,0.798025372746645,6,2
37,37,-0.0382846185871097,0.06021909101817357,0.6958027970664512,-0.3951312919005518,-0.542027886426338,-0.2724161531443522,-1.082227461039494,0.8149978025038181,-0.016421370950292127,0.9751740003119088,1.2626141535953896,-0.5948692005396562,0.798025372746645,2,3
38,41,1.0481838710215132,-0.8630109239079004,-0.7777878143734652,1.4110414196269692,-1.822862693647933,-0.25625760383225593,-0.3720646070416631,-1.4512245224744518,1.6864279457987852,-1.0434430651940934,-1.3302761225819901,0.09434768101095886,-1.1166241727790656,6,3
39,38,-0.8958412984174603,1.3056448310858508,-0.1754106344291576,-0.06360619626688613,-1.374895236996995,0.12345063228173717,-1.0831480796454935,0.8149978025038181,0.33233625733378636,0.27102580538485016,0.9735673942077201,0.06728110270021559,0.798025372746645,1,0
40,39,-0.554747387158964,1.34950075945682,1.2438132029064923,0.3795456524598943,0.24231485563652283,0.7477440385687797,-0.4766887159791748,0.8149978025038181,0.33233625733378636,0.9751740003119088,-1.3302761225819901,1.4114312417283852,-1.3244994475547485,1,0
41,40,-1.32445604205454,1.5041758390286215,0.5760246993747759,-0.539806393404798,-0.14545078671814346,0.8935919016923906,-0.7448521758575716,0.8149978025038181,0.33233625733378636,-0.0015450169804883168,0.9735673942077201,0.17757153657172878,0.798025372746645,1,0
42,42,-1.5609558888700168,1.4329455209340662,1.2191441840585915,1.8649305762764856,-1.374895236996995,1.6241748892710686,-0.9512927507112852,0.8149978025038181,0.33233625733378636,1.181694142559807,-1.3302761225819901,1.4114312417283852,-1.1166241727790656,1,0
43,43,-0.6513602074191485,-0.033493662509636105,-0.4561988417230682,-0.01939988588185434,-0.542027886426338,0.12365069606052859,-0.31203890437461934,0.8149978025038181,-0.04875363529313682,0.27102580538485016,-1.3302761225819901,1.4114312417283852,0.798025372746645,3,2
44,44,0.7977785199603628,-1.1117395291881813,1.2438132029064923,-0.3951312919005518,0.6228261153214845,-0.4610411329728443,-0.15578248066137132,0.8149978025038181,0.0568991191286055,0.27102580538485016,-1.3302761225819901,-1.2805691404383945,0.798025372746645,2,3
45,45,0.055366589288871094,-1.1015007356029396,-0.3165045539433873,0.3795456524598943,-0.542027886426338,-0.2508232196939487,-0.4477168355048775,-0.9425489978394734,1.35092621242753,-0.6396949676605671,-1.3302761225819901,-1.6036531404480183,0.798025372746645,2,3
46,46,1.8472499129770237,0.5680691172858483,-1.5829431566791297,-0.3951312919005518,-0.14545078671814346,0.2264718277672047,1.227706090831687,0.8149978025038181,0.5674026140796622,0.5223472296247396,-1.3302761225819901,-1.6036531404480183,-1.40846361152947,3,2
47,47,0.17273886853696804,-0.9388055719070393,1.2438132029064923,-0.01939988588185434,0.9968714854774462,-1.57344040997854,0.011883862943017876,0.8149978025038181,-0.39527553675029303,-0.0015450169804883168,0.9735673942077201,-1.3134588346137737,-1.1166241727790656,2,2
48,48,-1.0273260589758264,1.120284298001306,0.33124012322079577,-0.7519094341259251,-0.542027886426338,1.1467265067548258,0.031115038032963734,0.8149978025038181,0.33233625733378636,0.7561200382781295,-1.3302761225819901,0.9520267817758914,-1.1166241727790656,1,0
49,49,-0.3016050252016167,-1.3653144657704732,-1.5829431566791297,0.21735358158563592,0.6228261153214845,-0.25649028221407216,0.9433197246093772,-0.9425489978394734,2.0285655664411304,-0.6396949676605671,-1.3302761225819901,-0.18120030881650354,0.798025372746645,6,2
50,50,1.397002336450179,-0.4453723216568462,-0.7702438322650984,0.3795456524598943,-0.9504025711096714,-0.2742381490081773,0.9383279314164651,-0.9425489978394734,1.6092168895979584,-1.5731022238811418,-1.3302761225819901,-0.12427414053335936,0.798025372746645,6,1
51,51,-0.37739101034554157,-0.57748128881704,-0.9212348378928924,1.1449246822512216,0.6228261153214845,-1.0747393885036003,0.19925146850916767,-1.4512245224744518,1.6157941453950773,-1.5731022238811418,-1.3302761225819901,0.4238314673067317,0.798025372746645,0,3
52,52,-1.3452032677094665,1.6526867304197659,0.6362404219188623,-0.06360619626688613,-1.374895236996995,1.9285405127376656,-1.3673733415919473,0.8149978025038181,0.33233625733378636,-0.0015450169804883168,-1.3302761225819901,1.4114312417283852,-1.1166241727790656,1,0
53,53,-1.265208700945633,2.070062039664634,1.2438132029064923,1.7731753970464965,-1.374895236996995,0.8934664420411391,-1.2364598201482355,0.8149978025038181,0.33233625733378636,0.7561200382781295,-1.3302761225819901,0.3531027193474505,0.798025372746645,1,0
54,54,-0.6511506702752312,-0.932819516299839,1.2438132029064923,0.798188400638515,-1.374895236996995,-1.0181524952528533,1.5339424433295836,-1.4512245224744518,1.0627522015513746,-0.6396949676605671,0.25940586445881936,0.5407070565337424,0.798025372746645,6,3
55,55,1.3694328725235252,-1.086899941649737,-0.7634043199607045,-0.3951312919005518,1.365135282596379,-0.1708880419581768,-0.7461143487598034,0.8149978025038181,1.2431561455422089,1.3773961758749804,-1.3302761225819901,-0.6385234220714889,0.798025372746645,6,1
56,56,0.8523840486818715,0.7922000769278728,-0.8810047829463933,-0.7519094341259251,1.7281972681867568,0.3666182180768488,0.005401796426993719,0.8149978025038181,-1.9176579479797837,1.181694142559807,0.5957657721906983,0.9520267817758914,-1.1166241727790656,1,3
57,57,-1.2146410786417048,2.018943487414057,1.2438132029064923,1.4110414196269692,-0.14545078671814346,0.8375995915693171,-1.343838728973688,0.8149978025038181,0.33233625733378636,-0.0015450169804883168,-1.3302761225819901,-0.4056740692576783,0.798025372746645,1,0
58,58,1.1518430155862414,-0.7282244373282838,1.2438132029064923,-0.01939988588185434,-0.542027886426338,-0.040178997774909686,-0.40787513891532284,-1.4512245224744518,1.0699524770302395,0.27102580538485016,-1.3302761225819901,-1.6701320719055817,0.798025372746645,6,2
59,59,-0.4739360391318801,1.81210621572919,-0.6606919665879113,2.0498300433617365,-1.822862693647933,0.057833529316343626,-1.183383100510074,0.8149978025038181,0.33233625733378636,0.7561200382781295,0.9735673942077201,-0.6385234220714889,-1.1166241727790656,1,0
60,60,1.2807981861406648,-0.47944060457525706,1.2438132029064923,-1.6173758568133048,1.365135282596379,-1.4193281464804746,-1.7802686580832436,0.8149978025038181,-0.3868196509266614,1.181694142559807,-1.3302761225819901,-1.5247734505099906,0.798025372746645,2,3
61,61,0.11437392791024528,-0.033493662509636105,0.04024844278356057,0.798188400638515,-1.374895236996995,-0.4196160602816456,0.9774058987016231,-0.9425489978394734,-0.37927052353835855,-1.0062680847984993,-1.3302761225819901,0.3531027193474505,-1.1166241727790656,6,1
62,62,0.8669035948432233,-1.0065115340876094,-1.3482918915153586,-1.293695120801741,0.9968714854774462,-1.0747393885036003,0.6309805214076483,-1.4512245224744518,1.31486761344669,-1.0434430651940934,-1.3302761225819901,-1.3281850038742966,-1.1166241727790656,6,1
63,63,-0.1645322861311301,-0.033493662509636105,-1.5829431566791297,0.798188400638515,-0.9504025711096714,-1.4113404746758138,1.7648748457473897,-0.9425489978394734,-0.04875363529313682,0.7561200382781295,-1.3302761225819901,0.026300161584653137,0.798025372746645,2,3
64,64,2.032163699112217,-1.5939664408674794,-0.30480620717141,-0.01939988588185434,-0.542027886426338,-0.889928191299471,0.4465013813638139,-0.9425489978394734,-0.04875363529313682,0.9751740003119088,-1.3302761225819901,1.4114312417283852,0.798025372746645,2,2
65,65,0.8008016026057163,-0.8405266585433231,1.2438132029064923,-0.24746667982863207,1.365135282596379,-1.379661556870704,-0.762288017098133,0.8149978025038181,-1.0086930082655206,-0.3008702472437976,-1.3302761225819901,-1.3281850038742966,0.798025372746645,2,2
66,66,0.5775842026339718,-0.37148851228050744,-0.7687280476598168,-0.9588312498819932,1.7281972681867568,1.2758302314531924,-0.607912512706637,0.8149978025038181,-2.333035900483775,1.3773961758749804,-1.3302761225819901,1.0986620547370067,0.798025372746645,0,0
67,67,-1.1322908043813722,0.9358328092455708,-0.2294023742077661,-1.0941973035348818,-0.14545078671814346,0.29386718525100397,-0.8887150725991355,0.8149978025038181,0.33233625733378636,0.27102580538485016,0.9735673942077201,0.17757153657172878,0.798025372746645,1,0
68,68,-1.5618202528483842,0.5801503328614331,1.0723401332217584,1.321790745866013,-0.9504025711096714,1.819334617537175,-0.10089465986441679,0.8149978025038181,-1.8381805481663591,0.7561200382781295,0.9735673942077201,1.4114312417283852,0.798025372746645,1,0
69,69,0.6452720284622553,0.007784249487402222,-0.35986225966822394,1.0573401605286863,0.6228261153214845,0.010060392877352966,0.21881021178575338,-0.9425489978394734,-0.14970189391847655,-1.5731022238811418,-1.1180191644142343,-0.3919378193371299,0.798025372746645,5,2
70,70,0.8905399337893455,-0.909141734961052,1.2438132029064923,-0.01939988588185434,0.6228261153214845,0.06925758338871421,0.10748021105075317,0.8149978025038181,-0.8750033238373164,-0.6396949676605671,-1.3302761225819901,-1.6701320719055817,-0.8311385454326679,0,2
71,71,-0.5512645987755228,0.1401772554286068,0.7397715967366552,0.3795456524598943,0.6228261153214845,0.4842892925716667,1.6951232702131596,0.8149978025038181,0.9817459963876691,-1.0062680847984993,-1.3302761225819901,-1.3281850038742966,-1.3244994475547485,3,2
72,72,-1.1131584982746727,0.20812796905731146,-1.5650471220713136,-1.0941973035348818,0.9968714854774462,-2.122017920207442,1.7926063735417919,0.8149978025038181,-1.1483353999283514,-0.3008702472437976,-1.3302761225819901,-0.30718934165707246,0.798025372746645,3,3
73,73,-1.5058396951362443,0.5700841707529224,1.2438132029064923,0.798188400638515,-0.9504025711096714,1.0412761725886994,-0.14468842556977266,0.8149978025038181,0.33233625733378636,1.3773961758749804,0.9735673942077201,-0.36693920701121385,0.798025372746645,1,0
74,74,-1.2146410786417048,1.2484173437248975,1.2438132029064923,1.6818973256941785,-0.14545078671814346,0.8354124904920072,-1.1130129548294156,0.8149978025038181,-1.2913898352737712,0.9751740003119088,1.3077833562733017,-1.3281850038742966,-1.40846361152947,3,0
75,75,-0.597474868534998,1.8301039496734792,1.2438132029064923,-0.06360619626688613,-1.822862693647933,0.23172626011575972,-2.137312061884283,0.8149978025038181,0.33233625733378636,1.181694142559807,-1.3302761225819901,1.4114312417283852,0.798025372746645,1,0
76,76,0.25808113723236686,-0.08023626888471558,1.2438132029064923,-0.01939988588185434,-0.14545078671814346,-1.2288167102680005,-0.28013069082353886,0.8149978025038181,1.0345047450239313,-0.6396949676605671,1.3077833562733017,-0.30718934165707246,0.798025372746645,2,3
77,77,-0.9553023479264108,1.5418526122658454,0.06329114222528774,2.2365163087032225,-0.9504025711096714,1.7573050919923365,-1.3150466241330807,0.8149978025038181,-1.1651103695370126,1.5636507349140483,-1.3302761225819901,1.4114312417283852,0.798025372746645,0,0
78,78,0.30686526233638395,0.0768271860996709,-0.16485597574970046,0.05858691352017607,-0.14545078671814346,1.0766479247289484,-1.085660684439531,0.8149978025038181,-0.16792157312866238,0.9751740003119088,-1.3302761225819901,1.4114312417283852,0.798025372746645,3,3
79,79,0.2539198530056294,0.3464917091666791,1.2438132029064923,-1.424457857887666,0.6228261153214845,0.08124250590868899,0.44549068330483077,0.8149978025038181,0.7683172939186996,-0.3008702472437976,-1.3302761225819901,0.9520267817758914,-1.1166241727790656,1,3
80,80,0.9335015709878001,-1.252983967873583,-1.4262419164502886,-0.01939988588185434,0.9968714854774462,-0.9784475544178215,-0.046463971512277234,0.8149978025038181,1.2537233152019447,0.27102580538485016,-1.3302761225819901,-0.3919378193371299,0.798025372746645,6,2
81,81,-0.9320503772925183,1.013751562585447,1.0676331267214274,1.6818973256941785,-0.14545078671814346,1.0176792696115704,-0.505383359718952,0.8149978025038181,-1.1125039371676315,0.9751740003119088,-1.3302761225819901,-1.3281850038742966,-1.40846361152947,0,0
82,82,-1.7581774389492675,0.6383361487311175,-0.6771301544264147,-2.051220957273081,1.7281972681867568,1.311506509350412,1.672895285083354,0.8149978025038181,-0.5655012239774275,0.27102580538485016,0.08119926121416328,-0.9369397428563306,-1.1166241727790656,3,0
83,83,0.4028698426119083,0.47203128855493537,0.01068074591719575,-1.424457857887666,0.6228261153214845,-0.313160729094356,1.0135267127195302,0.8149978025038181,0.8060930423988282,-0.6396949676605671,0.8782268161933825,0.17757153657172878,-1.3244994475547485,1,2
84,84,-0.10112214272645752,-1.2339608958682433,-0.36655502027562314,-0.3951312919005518,1.365135282596379,0.5338370952276608,-0.5737684736234095,-0.9425489978394734,-0.07133781725033464,-0.6396949676605671,-1.3302761225819901,-1.5579510538102874,-1.3244994475547485,0,2
85,85,-0.7476561848775432,1.3026352465158155,-0.26651991010012377,0.05858691352017607,-0.542027886426338,0.7051513980165695,0.11321882897083094,0.8149978025038181,0.33233625733378636,1.181694142559807,0.9735673942077201,0.17757153657172878,0.798025372746645,1,0
86,86,2.2253586605208278,0.046503420273309636,1.2438132029064923,-0.3951312919005518,0.9968714854774462,-1.0717309242696271,1.9277373102609692,0.8149978025038181,-0.9605591404995941,-0.6396949676605671,-1.3302761225819901,1.4114312417283852,0.798025372746645,3,3
87,87,-1.4733426724985326,-0.03028052918446357,-1.5822945002048308,-0.01939988588185434,0.9968714854774462,-0.200150282516225,-0.008281318134644626,-0.9425489978394734,0.982237625344999,-0.6396949676605671,-1.3302761225819901,-0.30718934165707246,0.798025372746645,6,2
88,88,-1.3439979975795322,-0.25149280752600284,-1.188900275226426,-0.3951312919005518,0.6228261153214845,-1.1031026494716165,0.7975515070607725,0.8149978025038181,1.3816648062012626,1.5636507349140483,-1.3302761225819901,-1.2204833472675685,0.798025372746645,6,1
89,89,-1.962014672652977,-0.033493662509636105,-1.5829431566791297,-1.161156938365386,1.365135282596379,-1.7623456761515526,1.9277373102609692,0.8149978025038181,-0.04875363529313682,-1.5731022238811418,-1.3302761225819901,-0.9369397428563306,0.798025372746645,3,3
90,90,-0.3577734704980977,1.1053116362042086,1.2438132029064923,0.13752095814011847,-0.14545078671814346,0.8635734440830933,-0.20416210311366856,0.8149978025038181,0.33233625733378636,1.181694142559807,0.9735673942077201,0.5407070565337424,-1.1166241727790656,1,0
91,91,-1.7142122429029716,1.2799124053981188,-0.40372926130638787,1.321790745866013,-0.14545078671814346,1.7302676778898183,-0.37873069803288545,0.8149978025038181,0.33233625733378636,0.27102580538485016,-1.3302761225819901,0.5407070565337424,0.798025372746645,1,0
92,92,-0.2991467223830263,-1.0580536622816803,-0.6453776363145333,-0.7519094341259251,0.6228261153214845,-1.0747393885036003,-0.3552264473822609,-0.9425489978394734,0.7889843143641727,-1.0434430651940934,-1.3302761225819901,-0.09183744726289038,-1.3244994475547485,6,1
93,93,1.5576044570161565,-0.94180877990426,-1.5095745444893727,0.3795456524598943,-0.542027886426338,-0.6185706219666639,-0.031681055290905646,-0.9425489978394734,0.4461104782621828,-1.0434430651940934,-1.3302761225819901,-0.5874849731062094,0.798025372746645,6,1
94,94,0.3194795065093119,0.015602544584946724,-0.16087553091444362,-0.01939988588185434,1.365135282596379,0.9525765124361047,0.20008435557959534,0.8149978025038181,-1.6819163532029064,-1.0434430651940934,-1.3302761225819901,-0.9714383912612632,0.798025372746645,0,3
95,95,0.30826544278997925,-1.2078078070439124,-1.0054441389170492,0.5448660128431532,-1.374895236996995,-0.7780216485298639,-1.2681709176325529,-1.4512245224744518,0.6150183181117843,-1.0434430651940934,-1.3302761225819901,0.09434768101095886,-1.40846361152947,6,1
96,96,-1.3583301251837014,0.8678067491408001,1.2438132029064923,0.3795456524598943,0.6228261153214845,0.5163877554317708,-1.8908673442218724,0.8149978025038181,0.33233625733378636,1.3773961758749804,-1.3302761225819901,1.4114312417283852,0.798025372746645,1,0
97,97,-0.30528992722304443,-2.1071467907996526,1.2438132029064923,0.798188400638515,-0.14545078671814346,-0.3173094836249663,0.5756464260006112,-0.9425489978394734,-0.04875363529313682,-0.3008702472437976,-1.3302761225819901,0.26382543680564646,-0.8311385454326679,6,2
98,98,0.20560979762697093,0.5912675337954909,0.03720036550342234,-1.0941973035348818,1.365135282596379,0.693030524971198,-0.8716623324714771,0.8149978025038181,-1.5992044083313206,0.5223472296247396,-1.3302761225819901,0.5407070565337424,0.798025372746645,6,3
99,99,0.6853198635922478,-0.06598531221339188,1.2438132029064923,0.3795456524598943,0.9968714854774462,-1.5949798460992437,-0.676404927636314,-0.9425489978394734,-1.4621520185847208,-0.6396949676605671,0.50295728550593,-0.8285532249847083,-1.1166241727790656,2,3
100,100,0.4816785723953378,0.772293637287884,1.2438132029064923,-1.293695120801741,0.6228261153214845,0.33647231105419634,-0.6915188535487646,-0.9425489978394734,-0.4388555975929001,-1.0434430651940934,1.3077833562733017,-0.21996299370372308,-1.1166241727790656,1,3
101,101,-0.20344881293823033,1.3183835137379303,-0.5446710973223614,-1.424457857887666,0.6228261153214845,-0.04739194115135866,0.5519810258118519,0.8149978025038181,0.17062710893733865,0.9751740003119088,-0.6331395016517358,0.9520267817758914,-1.1166241727790656,0,2
102,102,-0.11845100168620264,-0.033493662509636105,-0.9924637280827026,-1.424457857887666,-0.14545078671814346,0.641272353587122,-0.10738788452723999,0.8149978025038181,0.8470209554688647,1.181694142559807,1.1980173832035659,0.17757153657172878,0.798025372746645,1,3
