,1A_Government_consumption,data.1,1C__Government_investment,1Dii_Top_marginal_income_and_payroll_tax_rate,2H_Police_and_crime,data.6,3D__Foreign_currency_bank_accounts,data.8,4Dii__Capital_controls,4Diii_Freedom_of_foreigners_to_visit,5Bvi__Conscription,World_Bank_Region,Income_Classification
0,0.9658791067950698,0.5418145330868664,-0.301272474051069,0.6228261153214845,0.0659732599637895,0.0998630526276153,0.8149978025038181,-1.0994312159350912,0.5223472296247396,0.94172691149368,0.798025372746645,1,3
1,-0.928868858652195,0.2289595235676038,-1.2061332220093188,-1.374895236996995,0.309987579084874,1.2055180907519396,-0.9425489978394734,0.4262435889944612,-1.0434430651940934,-1.33027612258199,-1.1166241727790656,3,2
2,0.6674919778306689,-1.249155952714256,0.4130376844828741,0.6228261153214845,-1.2426975261221698,1.3086352705723296,-0.9425489978394734,-0.5878736431644055,-0.3008702472437976,-1.33027612258199,-1.40846361152947,6,2
3,-0.0395895759384428,1.1094826660169006,0.2888658248195349,-1.822862693647933,0.3347963320574442,1.4557706481372892,-0.9425489978394734,1.84976523655072,-1.5731022238811418,-1.33027612258199,0.798025372746645,2,3
4,0.3208828398463527,0.4637035008027346,0.4635993809557935,0.6228261153214845,0.8039541105290472,-0.0442417529443015,0.8149978025038181,-0.0282019071451076,0.9751740003119088,1.3077833562733017,-1.40846361152947,1,3
5,-1.1712349356919074,1.2219012560649527,0.6937266392057285,-0.542027886426338,1.1686580094301595,-1.0674921069005003,0.8149978025038181,0.3215264240259137,0.5223472296247396,-1.33027612258199,0.798025372746645,0,0
6,-1.1453211654878286,1.973579675022892,1.2438132029064923,-0.9504025711096714,1.7308666242819803,-1.86121580212563,0.8149978025038181,0.3323362573337863,-0.0015450169804883,0.97356739420772,-1.1166241727790656,1,0
7,-0.004217496698113,0.281392333647695,-1.5829431566791297,-0.542027886426338,0.9988504146899044,1.494037602674454,-0.9425489978394734,0.2218646447459941,0.5223472296247396,-0.6331395016517358,-1.3244994475547485,1,3
8,0.1523014544567265,0.1516982662733112,1.2438132029064923,1.7281972681867568,-1.0747393885036003,0.9707296868363784,-1.4512245224744518,1.0244740392561,-1.0434430651940934,-1.33027612258199,0.798025372746645,2,0
9,-0.9576892797753596,-0.917971536081814,1.2438132029064923,1.7281972681867568,1.2806578601686802,0.8987868815875786,0.8149978025038181,-1.18334444901271,0.9751740003119088,0.6268617932090712,0.798025372746645,3,0
10,1.9000143152793192,-0.717992931438326,-0.301272474051069,1.365135282596379,-0.7329228874763225,-0.9296844002459892,-1.4512245224744518,0.9920814368290776,-1.5731022238811418,-1.33027612258199,0.798025372746645,5,2
11,0.9273495765530262,0.7348752727958712,1.2438132029064923,-0.9504025711096714,0.2290946117487014,-0.8753365418694362,-0.9425489978394734,0.7353135713980355,-1.5731022238811418,-1.33027612258199,0.798025372746645,2,0
12,-0.4998634596012263,1.0519468593945076,1.2438132029064923,-0.1454507867181434,0.9771829452445724,-0.1215021495580836,0.8149978025038181,0.4461104782621828,-0.6396949676605671,-1.33027612258199,-1.3244994475547485,1,3
13,-1.3973536958332775,2.0690310503519216,1.2438132029064923,-2.2639678978065167,0.998511547124988,-1.3833272644466663,0.8149978025038181,0.3323362573337863,0.2710258053848501,-1.33027612258199,0.798025372746645,1,0
14,-0.1401747336150589,-0.1130803885377766,-1.462380045887334,-0.1454507867181434,-1.0747393885036003,0.3136477163354131,-1.4512245224744518,1.0026022485019763,-1.5731022238811418,-1.33027612258199,0.798025372746645,2,2
15,1.062243451662601,-1.3491642784313336,1.2438132029064923,-1.374895236996995,0.2857004887680192,-0.3732923172433313,-1.4512245224744518,1.5461238926111682,-1.0434430651940934,-1.33027612258199,-1.3244994475547485,6,2
16,-0.6272502610764599,-0.9508595478713124,-1.3762543535024507,0.9968714854774462,1.599005215506528,0.1004198537598441,-1.4512245224744518,-0.2951200067314216,-1.5731022238811418,-1.33027612258199,0.798025372746645,5,2
17,-0.2546625215052785,-0.3875911912558045,-1.5829431566791297,1.7281972681867568,-0.5226439306910824,0.3923400008586353,0.8149978025038181,-0.3476900949742771,0.5223472296247396,-1.33027612258199,-1.1166241727790656,2,2
18,-0.2047050323668144,1.1547652193309537,0.9589402092651604,-0.9504025711096714,0.3535238154091639,-0.3054426231150887,-0.9425489978394734,-2.333035900483775,-0.0015450169804883,-1.33027612258199,0.798025372746645,1,3
19,-1.962014672652977,-0.0190849760276736,-0.1832695949201559,1.365135282596379,0.0874061537738521,-0.1298520654154133,0.8149978025038181,1.7616180418966172,0.7561200382781295,-1.33027612258199,0.798025372746645,6,3
20,-0.4383335110374303,1.1310243858232034,1.2438132029064923,-1.374895236996995,-0.7993275258788223,0.3889303851443268,0.8149978025038181,0.1638939810657125,-0.3008702472437976,-1.33027612258199,-1.1166241727790656,2,3
21,-1.962014672652977,-0.0334936625096361,1.2438132029064923,1.7281972681867568,1.2850600789601567,1.395121881828139,0.8149978025038181,-0.0487536352931368,0.9751740003119088,-1.33027612258199,0.798025372746645,0,0
22,-0.5174542073905849,1.3011286928334769,0.5799950210098719,0.6228261153214845,-0.1073731612030961,-0.4368353106521874,0.8149978025038181,0.3323362573337863,0.5223472296247396,0.97356739420772,0.798025372746645,1,3
